lat,lng,dates
62.08,9.68,2012-07-01
62.43,7.39,2012-02-01
62.43,7.39,2012-02-01
64.74,11.8,2012-11-01
60.9,12.09,2012-12-01
63.06,10.95,2012-01-01
62.43,7.39,2012-04-01
60.87,12.07,2012-03-01
63.37,11.61,2012-10-01
63.35,10.33,2012-07-01
60.76,11.62,2012-01-01
63.09,11.1,2012-05-01
60.88,12.11,2012-11-01
63.31,11.26,2012-04-01
63.31,11.26,2012-02-01
62.4,9.35,2012-05-01
61.21,11.43,2012-02-01
63.09,11.1,2012-12-01
64.74,11.8,2012-11-01
60.92,12.06,2012-12-01
61.16,10.71,2012-04-01
60.86,12.07,2012-11-01
61.16,10.71,2012-05-01
60.87,12.08,2012-12-01
62.67,9.19,2012-04-01
62.43,7.39,2012-01-01
66.51,14.97,2012-04-01
62.73,8.77,2012-03-01
62.19,10.98,2012-04-01
62.76,10.1,2012-06-01
60.87,12.08,2012-11-01
60.92,12.06,2012-12-01
